Id,Predicted,,,,,,
0,0.75754433,,,,,,
1,0.069516501,,,,,,
2,0.198719648,,,,,,
3,0.486022131,,,,,,
4,0.274758791,,,,,,
5,0.088730112,,,,,,
6,0.012488464,,,,,,
7,0.155988033,,,,,,z
8,0.430737632,,,,,,
9,0.745278124,,,,,,
10,0.105886562,,,,,,
11,0.46096331,,,,,,
12,0.028387879,,,,,,
13,0.247274635,,,,,,
14,0.256674547,,,,,,
15,0.412979418,,,,,,
16,0,,,,,,
17,0.007086681,,,,,,
18,0.12380786,,,,,,
19,0.133987433,,,,,,
20,0.162182739,,,,,,
21,0.043630498,,,,,,
22,0.05905464,,,,,,
23,0.128177307,,,,,,
24,0.594100664,,,,,,
25,0.053960405,,,,,,
26,0.493561338,,,,,,
27,0.161891028,,,,,,
28,0.010095816,,,,,,
29,0.017821136,,,,,,
30,0.377815936,,,,,,
31,0.28090744,,,,,,
32,0.039252663,,,,,,
33,0.220631787,,,,,,
34,0.036750354,,,,,,
35,0.120507127,,,,,,
36,0.448925623,,,,,,
37,0.312675903,,,,,,
38,0.001908235,,,,,,
39,0.549296054,,,,,,
40,0.002618396,,,,,,
41,0.064626658,,,,,,
42,0.546734081,,,,,,
43,0.146916073,,,,,,
44,0.089506939,,,,,,
45,0.397532186,,,,,,
46,0.001479866,,,,,,
47,0.481677765,,,,,,
48,0,,,,,,
49,0.745483132,,,,,,
50,0.392745532,,,,,,
51,0.58686626,,,,,,
52,0.201722693,,,,,,
53,0.600334569,,,,,,
54,0.242806762,,,,,,
55,0.289984799,,,,,,
56,0.475054407,,,,,,
57,0.217609468,,,,,,
58,0.607547085,,,,,,
59,0.439778161,,,,,,
60,0.490052817,,,,,,
61,0.124638205,,,,,,
62,0.025850315,,,,,,
63,0.214587374,,,,,,
64,0.706551135,,,,,,
65,0.099829325,,,,,,
66,0.005035643,,,,,,
67,0.062719162,,,,,,
68,0.007742803,,,,,,
69,0.072602802,,,,,,
70,0.140696485,,,,,,
71,0.450659533,,,,,,
72,0.549190672,,,,,,
73,0.081650394,,,,,,
74,0.215755275,,,,,,
75,0.000676977,,,,,,
76,0.046144646,,,,,,
77,0.000493712,,,,,,
78,0,,,,,,
79,0.266274663,,,,,,
80,0.587355173,,,,,,
81,0.392967758,,,,,,
82,0.238553748,,,,,,
83,0.022579036,,,,,,
84,0.065883152,,,,,,
85,0.037784013,,,,,,
86,0.53391975,,,,,,
87,0.539843653,,,,,,
88,0.286074737,,,,,,
89,0.002080188,,,,,,
90,0.866808912,,,,,,
91,0.213153137,,,,,,
92,0.016194097,,,,,,
93,0,,,,,,
94,0.51540516,,,,,,
95,0.111445507,,,,,,
96,0.289097993,,,,,,
97,0.090429115,,,,,,
98,0.376802805,,,,,,
99,0.07984933,,,,,,
100,0.962887919,,,,,,
101,0.378007829,,,,,,
102,0.283222415,,,,,,
103,0.354817886,,,,,,
104,0.172071264,,,,,,
105,0.322384162,,,,,,
106,0.000642329,,,,,,
